CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10571,7836.53,0.58,4531.49,1618.69,1353.04,326.38,0.0,0.27,0.19,0.03,1,9,9406.62,496.39,1234.02,0.01,14
C10572,3965.43,0.87,1614.26,2521.92,485.74,4109.2,0.06,0.07,0.14,0.02,0,14,,1590.98,1397.01,0.16,15
C10573,6220.87,0.93,2387.42,2968.46,1518.5,3231.55,0.71,0.37,0.13,0.02,1,17,5668.4,1267.34,595.92,0.39,28
C10574,8623.64,0.61,1137.88,2669.66,1522.41,3236.71,0.06,0.0,0.43,0.11,2,16,7181.26,3298.05,1101.79,0.34,22
C10575,9495.21,0.55,3205.98,1120.69,632.07,641.75,0.57,0.08,0.03,0.1,0,15,8408.66,3649.85,1271.73,0.37,6
C10576,1470.73,0.51,4895.12,593.55,827.26,3250.94,0.74,0.29,0.34,0.22,2,12,7291.12,3690.57,1182.3,0.41,19
C10577,9265.88,0.82,3021.43,1473.28,427.28,4912.41,0.22,0.36,0.09,0.22,1,20,7904.74,2390.27,1831.24,0.39,9
C10578,4921.16,0.8,1795.49,2227.51,1953.36,4559.09,0.3,0.46,0.17,0.02,0,12,5180.24,2585.26,1797.56,0.34,33
C10579,2582.44,0.77,3242.61,1482.78,1294.75,2195.65,0.46,0.35,0.03,0.07,1,18,3225.51,5022.01,1942.26,0.22,7
C10580,4591.36,0.62,623.37,1454.71,1869.74,199.74,0.71,0.34,0.13,0.08,5,22,1662.9,2909.77,1338.18,0.49,8
C10581,9800.33,0.7,4444.41,2516.31,613.74,1811.47,0.75,0.2,0.38,0.16,3,13,,5927.86,1944.11,0.28,33
C10582,4926.18,0.8,2520.39,1090.6,1565.96,4131.95,0.59,0.0,0.44,0.04,3,11,9147.21,2693.74,1666.63,0.1,12
C10583,3287.52,0.75,2252.26,2580.79,1534.06,3507.5,0.07,0.06,0.11,0.04,2,10,12005.62,3932.53,548.96,0.15,35
C10584,6334.01,0.99,2933.47,1226.35,1386.39,2296.72,0.54,0.27,0.23,0.28,1,10,3369.47,397.14,860.6,0.35,28
C10585,2401.46,0.57,3127.67,991.42,1931.62,275.51,0.33,0.34,0.24,0.24,2,16,2519.78,3954.71,484.4,0.46,19
C10586,758.63,0.85,368.16,1367.43,793.18,2134.47,0.38,0.21,0.44,0.05,0,13,11490.07,5123.42,18.35,0.09,17
C10587,1288.8,0.7,3416.26,2289.72,270.13,2345.12,0.04,0.37,0.38,0.12,1,18,5272.22,5660.5,384.22,0.04,24
C10588,1280.46,0.71,1217.24,386.75,1346.7,4642.78,0.15,0.26,0.26,0.11,0,15,,5984.19,18.08,0.44,34
C10589,1519.03,0.86,3572.62,597.29,1461.33,3205.43,0.63,0.04,0.34,0.24,1,12,11000.45,1764.85,1442.48,0.46,23
C10590,1388.27,0.85,4114.45,2854.82,1154.37,1558.26,0.36,0.1,0.42,0.15,2,14,5574.58,3494.68,,0.14,20
C10591,6408.75,1.0,4021.75,534.72,421.57,2626.59,0.24,0.42,0.0,0.04,1,10,5053.6,2759.24,632.02,0.19,34
C10592,1818.8,0.56,2766.98,1707.5,1013.87,330.28,0.31,0.36,0.2,0.22,4,16,8331.78,3426.52,1525.82,0.33,34
C10593,3456.67,0.55,2605.65,1742.15,631.26,4862.84,0.68,0.45,0.45,0.12,0,19,2108.03,1028.97,,0.16,6
C10594,8967.88,0.86,722.95,1473.98,860.66,1800.3,0.6,0.06,0.37,0.08,1,15,2647.47,5151.28,1950.85,0.44,30
C10595,4739.62,0.79,3878.98,1937.79,1293.98,2389.34,0.22,0.5,0.27,0.11,2,21,3462.01,5466.46,1287.61,0.05,31
C10596,6675.58,0.64,1364.33,697.18,1492.98,1776.42,0.09,0.1,0.26,0.15,1,14,11846.13,2753.0,928.44,0.02,8
C10597,1723.2,0.54,2488.51,1662.46,472.13,3412.56,0.2,0.01,0.17,0.1,1,14,8194.0,1754.54,617.48,0.1,30
C10598,1922.89,0.54,1428.53,1122.8,816.6,3311.16,0.74,0.5,0.26,0.07,1,13,1147.94,930.92,452.41,0.14,20
C10599,408.69,0.95,677.8,1988.39,545.63,3576.61,0.47,0.14,0.33,0.12,0,19,,4134.21,433.72,0.06,9
C10600,1689.35,0.6,3151.49,432.26,405.28,1340.72,0.43,0.33,0.21,0.01,1,15,6931.66,1942.17,824.29,0.03,20
C10601,2785.9,0.66,281.12,1716.92,1568.94,1578.34,0.48,0.09,0.36,0.23,2,11,8151.93,5466.28,1983.65,0.38,15
C10602,1770.1,0.61,3745.74,563.96,1819.41,626.26,0.29,0.29,0.43,0.05,2,16,3997.63,4058.97,11.7,0.08,11
C10603,887.03,0.68,1594.76,843.14,746.76,3277.55,0.65,0.45,0.08,0.01,1,20,8724.95,3909.54,402.44,0.46,18
C10604,1206.36,0.53,10.67,663.94,1505.05,198.99,0.42,0.16,0.23,0.2,1,13,14708.15,3400.47,384.9,0.18,12
C10605,4607.79,0.76,2560.53,556.68,1795.02,2988.41,0.09,0.34,0.2,0.23,1,19,2028.23,370.08,1437.07,0.34,31
C10606,2063.34,0.53,243.79,2478.88,1693.79,4348.48,0.1,0.09,0.34,0.24,1,19,4974.84,5598.34,,0.11,35
C10607,3642.7,0.9,1388.09,864.27,373.8,4454.16,0.43,0.31,0.12,0.15,2,11,4401.97,3804.83,919.95,0.12,27
C10608,5034.17,0.62,3537.81,2782.1,1913.02,2245.19,0.75,0.17,0.32,0.06,0,9,4479.69,5964.97,,0.29,6
C10609,6903.95,0.77,322.82,2910.08,759.59,2296.52,0.25,0.11,0.44,0.22,1,7,6301.89,3270.4,815.94,0.28,27
C10610,393.12,0.94,4198.3,1718.07,685.09,384.85,0.7,0.16,0.21,0.21,1,16,12453.54,4289.65,215.37,0.38,16
C10611,7994.1,0.83,29.06,437.57,134.24,3353.83,0.61,0.09,0.46,0.07,1,14,13780.02,431.64,1070.76,0.38,19
C10612,6279.0,0.77,1241.65,1129.9,977.49,4106.3,0.2,0.45,0.5,0.27,0,11,3831.01,3827.24,204.9,0.34,11
C10613,817.59,0.66,3707.11,2395.22,226.94,1223.28,0.03,0.2,0.05,0.03,0,10,8601.3,4611.43,1583.11,0.22,10
C10614,8735.79,0.67,1588.19,1108.5,504.59,2106.5,0.08,0.12,0.12,0.29,2,22,9916.59,4693.23,1137.54,0.45,24
C10615,9208.72,0.83,518.44,270.18,640.72,4194.2,0.58,0.22,0.48,0.26,2,15,8305.58,4643.66,1450.7,0.31,31
C10616,610.78,1.0,1807.57,1674.79,1619.56,4385.6,0.16,0.16,0.48,0.21,1,13,7077.07,1435.07,842.85,0.5,24
C10617,2768.78,0.83,1359.26,2536.91,1752.22,1215.9,0.3,0.37,0.05,0.28,1,10,3687.66,5854.85,769.17,0.41,32
C10618,8062.01,0.78,4215.13,2389.82,611.91,2752.85,0.4,0.49,0.01,0.22,0,11,7835.07,5971.57,205.44,0.02,31
C10619,7482.6,0.87,1573.61,533.62,1718.81,962.47,0.58,0.22,0.08,0.06,0,12,6617.01,546.02,1052.47,0.16,18
C10620,1845.21,0.73,3946.77,2021.57,1715.89,509.39,0.09,0.43,0.5,0.13,0,23,12137.89,5625.03,,0.29,12
C10621,2093.49,0.53,4460.44,669.31,1531.66,4555.6,0.33,0.28,0.09,0.02,1,12,11690.46,1807.75,941.52,0.36,13
C10622,3704.72,0.78,2174.75,662.44,301.92,4102.54,0.39,0.08,0.25,0.12,3,14,2875.98,4166.78,1483.63,0.28,19
C10623,4845.23,0.98,4550.62,2623.47,1383.74,3800.17,0.43,0.35,0.42,0.22,1,16,2239.27,2094.85,1666.68,0.39,24
C10624,6182.55,0.59,1892.82,756.51,1890.6,243.83,0.65,0.26,0.01,0.12,0,11,13714.16,5809.75,1504.07,0.14,24
C10625,3689.14,0.85,4820.75,797.11,1368.26,4218.64,0.14,0.33,0.3,0.1,0,15,8497.12,698.87,296.29,0.09,28
C10626,4625.35,0.6,455.55,11.95,669.92,2190.22,0.65,0.44,0.14,0.18,1,13,13009.21,3036.71,1247.9,0.03,31
C10627,7474.71,0.77,3438.23,2613.3,1006.15,1711.98,0.55,0.22,0.43,0.26,0,12,1814.12,2625.48,,0.29,17
C10628,366.83,0.55,2474.13,2379.86,1294.99,2732.38,0.44,0.45,0.14,0.01,0,13,8371.22,2023.54,1392.3,0.34,28
C10629,2524.37,0.73,1944.37,1885.71,1026.04,456.77,0.56,0.38,0.34,0.12,0,15,8551.97,3908.65,769.86,0.16,32
C10630,7133.5,0.88,3167.23,2253.29,248.71,3783.23,0.33,0.24,0.34,0.05,3,9,13049.83,873.23,273.67,0.31,14
C10631,8952.07,0.67,3522.25,464.63,631.01,2912.18,0.11,0.3,0.11,0.21,0,15,2366.54,4328.31,1725.48,0.03,19
C10632,5116.77,0.83,31.77,1380.39,1606.77,932.95,0.53,0.16,0.02,0.03,1,20,4366.24,5885.49,1231.88,0.05,11
C10633,5321.13,0.9,843.1,1060.15,1724.22,941.16,0.42,0.49,0.2,0.2,1,14,6691.54,4846.9,715.9,0.35,20
C10634,1071.72,0.96,3568.1,290.39,283.23,921.24,0.51,0.33,0.14,0.09,1,15,13121.78,5174.1,71.15,0.18,18
C10635,4474.12,0.62,3335.26,1463.53,1905.25,285.01,0.27,0.02,0.4,0.06,1,11,14144.37,2221.86,1079.25,0.34,12
C10636,5326.17,0.7,4830.58,2763.01,664.36,2938.99,0.73,0.16,0.4,0.28,1,10,14898.14,2016.83,1847.22,0.42,16
C10637,2424.71,0.58,3807.58,129.78,1328.0,4201.74,0.47,0.31,0.23,0.01,2,18,14428.71,3150.59,1196.8,0.43,15
C10638,2692.43,1.0,4754.36,881.47,1506.13,87.49,0.07,0.03,0.3,0.13,0,16,1083.18,369.79,1943.58,0.09,6
C10639,3772.84,0.96,3515.68,630.55,1625.77,245.02,0.36,0.01,0.3,0.01,1,15,1667.92,5677.61,281.54,0.24,12
C10640,200.71,0.77,1497.28,722.06,1892.04,2863.85,0.61,0.23,0.41,0.15,1,17,3066.5,948.33,1140.93,0.37,23
C10641,3220.79,0.92,535.77,2726.22,632.71,4097.48,0.64,0.17,0.21,0.15,1,17,5884.07,5427.78,1598.27,0.39,28
C10642,2114.48,0.76,3911.3,1409.53,1718.43,1633.69,0.4,0.22,0.14,0.1,1,18,12618.85,593.14,1055.83,0.39,8
C10643,3274.97,0.81,3224.3,1404.24,272.06,1748.07,0.72,0.13,0.13,0.04,0,15,13497.19,4953.49,191.22,0.11,14
C10644,1197.62,0.54,250.45,2284.12,1413.03,2981.73,0.21,0.08,0.27,0.11,0,14,3615.68,996.58,1169.94,0.1,34
C10645,8905.27,0.88,1806.65,471.93,1486.54,1371.06,0.33,0.34,0.22,0.2,1,13,,324.98,1227.36,0.3,10
C10646,5935.92,0.56,4784.43,1466.92,1358.67,133.04,0.72,0.26,0.22,0.23,1,11,13843.07,4344.99,1460.13,0.37,28
C10647,6791.02,0.91,2507.0,1295.66,512.11,3676.14,0.72,0.1,0.05,0.16,0,18,7492.24,1753.57,1524.81,0.16,29
C10648,7891.71,0.89,2169.32,1794.76,1747.36,3128.25,0.55,0.16,0.36,0.18,1,16,,4315.53,1543.84,0.05,18
C10649,4984.42,0.85,2293.92,2998.68,346.03,2903.78,0.69,0.3,0.11,0.06,4,15,7409.39,3375.0,1330.25,0.36,21
C10650,869.2,0.52,1052.32,2310.65,116.73,3708.42,0.07,0.04,0.1,0.09,0,14,6261.13,741.96,439.46,0.15,21
C10651,5371.07,0.65,1849.85,1199.62,1437.76,3376.15,0.69,0.07,0.21,0.05,2,10,9087.21,5599.57,814.43,0.08,17
C10652,5868.41,0.63,1855.37,2484.38,956.2,1029.41,0.26,0.04,0.11,0.07,0,9,7141.22,2768.65,,0.07,23
C10653,7454.39,0.68,271.25,520.42,1699.71,1762.41,0.14,0.41,0.29,0.07,0,13,1242.84,4433.24,1907.32,0.16,16
C10654,4316.6,0.54,3840.16,101.09,772.96,630.55,0.19,0.38,0.19,0.16,1,14,14915.97,3056.02,167.1,0.3,22
C10655,1275.8,0.97,2088.36,621.3,344.87,649.29,0.33,0.38,0.22,0.17,1,20,8609.56,3665.73,1075.72,0.18,12
C10656,2837.76,0.78,4112.68,1027.83,1674.52,3380.98,0.2,0.36,0.27,0.28,1,19,7630.83,1886.36,631.92,0.01,20
C10657,3630.82,0.65,4253.24,1536.64,1102.33,4293.0,0.26,0.33,0.1,0.06,1,12,,1282.13,458.53,0.05,11
C10658,6459.17,0.7,1067.85,1849.24,386.5,4813.66,0.11,0.24,0.08,0.19,2,15,3182.05,3301.16,1016.56,0.15,11
C10659,5707.78,0.72,3290.19,2732.71,1443.56,3141.74,0.24,0.32,0.44,0.25,1,18,3649.33,2697.29,1216.12,0.33,23
C10660,3560.97,0.8,2366.69,1534.46,1027.12,920.51,0.46,0.02,0.22,0.17,0,16,12312.21,2401.67,29.45,0.05,24
C10661,9865.15,0.76,4401.98,1508.81,1212.58,528.25,0.35,0.31,0.21,0.08,1,23,,4068.15,1562.61,0.28,25
C10662,6057.75,0.96,1086.55,160.23,927.19,4064.25,0.28,0.39,0.02,0.08,1,11,12189.18,4173.99,1641.57,0.06,24
C10663,2372.27,0.75,3392.29,114.39,1659.13,2893.78,0.6,0.25,0.25,0.01,1,23,4801.47,370.93,1931.37,0.11,7
C10664,1017.82,1.0,3042.68,1657.97,1660.83,3091.43,0.71,0.18,0.28,0.09,0,18,1464.63,2098.59,369.48,0.09,8
C10665,1528.59,0.93,1483.55,1320.15,1421.68,3907.31,0.61,0.14,0.28,0.22,2,15,,2529.41,1193.16,0.03,19
C10666,2459.58,0.6,691.64,2519.15,219.75,3516.39,0.27,0.32,0.35,0.01,0,16,3753.61,671.66,858.98,0.34,27
C10667,1606.81,0.97,3261.68,490.43,1679.32,4172.29,0.6,0.35,0.09,0.07,1,14,11609.85,1491.82,676.31,0.23,30
C10668,1865.67,0.56,3695.6,84.67,1345.32,281.07,0.12,0.44,0.13,0.21,0,19,9976.79,404.69,1135.61,0.42,9
C10669,2850.95,0.91,1584.98,1352.63,1397.08,3737.6,0.1,0.17,0.41,0.23,0,11,13930.44,5977.83,1566.94,0.05,27
C10670,1733.74,0.69,3227.71,720.06,732.34,4254.26,0.28,0.38,0.47,0.14,2,16,11961.84,4445.69,55.88,0.07,22
C10671,8967.65,0.94,1981.7,158.35,1759.77,1430.68,0.65,0.28,0.07,0.21,0,13,3530.86,615.96,1939.11,0.15,33
C10672,802.34,0.93,3568.9,2176.55,1453.49,3202.24,0.2,0.44,0.25,0.12,3,15,12202.22,219.47,1621.66,0.38,11
C10673,5245.11,0.9,1004.08,343.66,234.06,1570.81,0.05,0.26,0.11,0.05,1,11,9984.32,4343.8,1504.8,0.15,33
C10674,4103.97,0.9,4452.17,1828.88,821.48,4789.86,0.11,0.26,0.03,0.12,1,11,10365.32,2691.23,1523.17,0.2,24
C10675,9823.79,0.65,1444.17,850.34,1773.9,167.12,0.69,0.29,0.16,0.17,1,13,12651.68,4742.1,784.23,0.15,14
C10676,1120.39,0.54,1845.25,528.75,103.92,2898.96,0.51,0.37,0.07,0.28,1,18,9033.54,5548.51,1505.72,0.04,9
C10677,3978.56,0.7,299.88,1145.46,1923.22,832.52,0.2,0.48,0.35,0.02,2,21,7524.05,3635.87,779.67,0.47,12
C10678,9694.7,0.59,566.45,2406.32,1361.53,3561.1,0.44,0.04,0.27,0.15,1,12,9912.97,1203.94,1798.43,0.27,9
C10679,8655.07,0.85,2584.15,1182.36,1266.44,879.45,0.42,0.03,0.07,0.1,2,17,5171.4,4714.94,362.67,0.39,16
C10680,8170.72,0.67,1345.29,2254.8,548.41,1176.92,0.52,0.47,0.0,0.15,1,9,3556.36,5739.29,591.77,0.33,27
C10681,2579.03,0.99,4179.05,385.2,505.1,2471.85,0.19,0.26,0.4,0.01,0,18,9632.23,3523.36,1107.16,0.26,35
C10682,1708.88,0.82,83.32,2320.59,1884.7,4574.17,0.69,0.31,0.09,0.09,1,8,,4123.78,645.23,0.04,28
C10683,6686.43,0.91,1901.68,718.43,603.56,1058.57,0.25,0.24,0.3,0.25,2,12,2118.81,2091.1,854.23,0.32,7
C10684,9293.76,0.57,1693.35,2035.41,1553.26,721.2,0.56,0.05,0.17,0.17,1,11,1007.76,2351.01,989.92,0.08,15
C10685,5567.63,0.93,106.44,1701.69,792.31,3794.88,0.01,0.38,0.29,0.14,2,13,9516.47,4434.46,1714.14,0.21,11
C10686,5716.13,0.96,630.6,2788.14,287.12,2503.1,0.3,0.37,0.16,0.09,0,11,6070.08,5573.85,1051.15,0.31,13
C10687,2799.79,0.74,2074.08,1168.09,31.32,4558.93,0.28,0.16,0.04,0.09,0,19,11532.35,3811.03,731.3,0.39,20
C10688,7694.93,0.8,2469.39,207.83,1093.07,733.07,0.43,0.15,0.11,0.11,2,9,6252.47,4760.1,502.99,0.34,18
C10689,1870.44,0.88,2027.41,67.27,1951.8,3229.64,0.06,0.42,0.09,0.25,0,18,7804.05,1112.65,823.27,0.34,34
C10690,3236.79,0.59,2659.38,2482.31,744.58,1164.4,0.63,0.04,0.21,0.29,2,16,6699.19,1350.56,1036.31,0.07,33
C10691,4254.36,0.75,2979.71,1578.96,720.81,783.8,0.17,0.44,0.33,0.13,1,18,10108.05,3239.0,1494.77,0.17,27
C10692,5076.1,0.7,59.52,2327.98,694.74,3417.15,0.54,0.13,0.13,0.12,2,14,5985.95,1141.67,250.89,0.02,7
C10693,2424.1,0.57,2325.83,710.93,1045.88,2968.42,0.64,0.3,0.01,0.25,2,13,14492.75,3846.47,451.0,0.36,25
C10694,1148.37,0.68,4817.86,1041.8,886.92,3774.14,0.45,0.47,0.26,0.13,1,12,14106.06,1820.75,765.51,0.48,6
C10695,6106.2,0.53,2599.97,100.01,1761.03,1547.31,0.59,0.34,0.3,0.17,1,17,12872.39,4770.04,727.19,0.13,20
C10696,2886.31,0.51,3390.94,2884.86,1015.99,2239.86,0.53,0.21,0.48,0.07,1,18,13884.2,4867.85,789.58,0.04,12
C10697,5812.38,0.57,1566.2,2006.93,1020.44,2027.36,0.28,0.34,0.29,0.22,0,12,,2836.35,1589.11,0.24,29
C10698,1543.63,0.98,3872.22,2800.28,285.36,4920.45,0.65,0.17,0.24,0.16,1,16,8510.03,1166.78,655.07,0.43,31
C10699,4811.4,0.77,3866.88,803.83,1965.65,1461.24,0.24,0.14,0.29,0.24,1,25,11389.3,3915.97,1008.78,0.28,23
C10700,5325.89,0.98,2611.27,1838.28,507.45,1474.09,0.46,0.5,0.46,0.23,2,21,10746.04,5957.44,,0.02,15
C10701,518.24,0.72,4880.31,2038.71,155.99,1772.74,0.6,0.38,0.41,0.06,0,21,13469.5,3773.29,472.04,0.49,20
C10702,3366.04,0.66,636.5,959.47,1329.66,2822.97,0.3,0.32,0.16,0.21,3,19,11028.63,311.07,1440.2,0.41,10
C10703,1344.15,0.75,94.57,2545.85,1194.78,1261.61,0.24,0.18,0.12,0.24,0,14,14970.39,202.03,1098.75,0.07,32
C10704,633.75,0.72,3853.09,2842.01,836.14,4576.45,0.37,0.02,0.13,0.1,1,12,5879.08,1990.14,899.09,0.46,29
C10705,9899.6,0.55,4037.71,2655.72,850.16,1328.43,0.65,0.02,0.25,0.05,1,19,12661.97,1255.12,1621.47,0.23,16
C10706,3223.54,0.82,609.83,2219.81,1572.28,4479.08,0.74,0.28,0.37,0.0,2,13,,4897.0,494.56,0.19,13
C10707,8098.74,0.61,1335.26,839.62,399.47,517.38,0.44,0.38,0.25,0.14,2,16,10679.41,5084.35,1767.52,0.23,26
C10708,2546.41,0.81,97.59,852.03,1642.3,3282.81,0.53,0.27,0.03,0.11,3,12,,1625.85,1126.49,0.42,13
C10709,6815.03,0.83,1473.61,2890.45,1301.01,4534.93,0.72,0.42,0.36,0.17,1,17,,2021.3,1222.26,0.33,35
C10710,7602.28,0.58,3867.98,40.75,843.75,843.75,0.08,0.02,0.4,0.06,1,11,13605.26,1493.86,,0.03,11
C10711,5956.39,0.53,2594.62,2150.99,921.48,4841.63,0.19,0.18,0.14,0.26,2,16,4059.68,5459.46,1636.99,0.48,20
C10712,4715.76,0.89,1747.0,2121.68,520.73,2264.42,0.57,0.12,0.33,0.08,0,15,9756.96,3065.63,1207.11,0.07,20
C10713,4118.41,0.73,1864.98,1871.84,1506.71,4728.58,0.66,0.22,0.21,0.07,1,14,6489.89,3971.21,,0.37,10
C10714,3488.68,0.53,16.75,2970.43,1030.62,3384.1,0.69,0.04,0.44,0.14,1,14,14853.67,2551.34,872.31,0.32,18
C10715,9295.29,1.0,1506.0,942.52,648.5,1507.93,0.33,0.48,0.42,0.15,2,15,7703.66,3822.98,1099.28,0.09,19
C10716,8306.19,0.53,3235.83,1026.52,1196.14,941.51,0.07,0.11,0.26,0.06,1,10,4196.48,2376.55,133.52,0.09,16
C10717,9650.27,0.85,4871.23,246.03,1991.51,1518.68,0.35,0.46,0.35,0.08,2,12,6346.01,2104.1,188.82,0.44,25
C10718,1242.97,0.99,4236.83,1333.97,876.17,465.09,0.18,0.21,0.44,0.05,0,14,10153.74,3843.43,1660.56,0.21,26
C10719,7308.67,0.62,127.74,790.54,1842.18,719.34,0.23,0.49,0.25,0.22,1,17,2065.25,3587.27,128.75,0.33,17
C10720,9383.4,0.57,4493.82,1036.73,696.58,523.3,0.62,0.28,0.16,0.23,1,15,9450.43,1831.81,347.1,0.25,25
C10721,1812.33,0.56,3918.16,2505.37,118.92,2114.72,0.06,0.47,0.38,0.14,0,10,14037.15,981.16,1593.71,0.36,6
C10722,664.96,0.65,3904.08,2807.1,416.44,3977.89,0.66,0.0,0.11,0.21,1,15,12905.08,2274.6,12.28,0.24,8
C10723,7411.21,0.55,2295.4,565.34,843.2,706.92,0.34,0.37,0.19,0.22,1,13,1947.43,2549.67,571.98,0.14,13
C10724,5744.73,0.85,1996.05,1123.8,447.07,651.6,0.48,0.45,0.43,0.04,0,13,14907.46,3809.24,1172.24,0.18,28
C10725,8418.29,0.53,1521.55,2786.61,10.45,3217.14,0.07,0.07,0.36,0.29,2,18,10782.18,5495.72,1194.95,0.43,17
C10726,1397.72,0.75,337.82,194.81,1830.85,985.91,0.27,0.05,0.2,0.25,0,19,3271.93,313.49,1556.53,0.23,20
C10727,7952.67,1.0,1148.89,286.16,1689.32,488.05,0.07,0.21,0.11,0.06,2,16,1173.83,1537.6,1016.79,0.11,28
C10728,2016.27,0.91,1240.55,496.75,1487.16,834.24,0.77,0.47,0.18,0.06,2,18,3397.96,1242.92,1023.71,0.47,32
C10729,1636.56,0.81,2425.54,1789.69,343.95,4618.66,0.65,0.27,0.14,0.04,1,14,12734.46,3063.54,1453.37,0.4,8
C10730,1642.66,0.65,3739.75,459.91,249.52,4107.36,0.37,0.26,0.09,0.04,0,15,,2635.23,1002.26,0.03,30
C10731,8145.75,0.81,2374.31,2904.55,144.53,1770.32,0.18,0.07,0.37,0.22,1,15,4264.06,4401.32,1220.9,0.5,27
C10732,6651.97,0.76,298.64,1345.68,1450.82,3279.1,0.75,0.0,0.13,0.14,1,17,11602.28,1530.25,1796.57,0.35,13
C10733,5230.65,0.71,4789.37,1509.54,1858.33,2686.38,0.28,0.41,0.23,0.23,2,17,9205.55,3607.54,808.89,0.08,29
C10734,3588.3,0.57,4714.19,747.51,866.77,3385.62,0.13,0.04,0.19,0.22,1,11,11958.3,5314.76,776.4,0.12,24
C10735,8772.01,0.94,3928.1,1418.17,247.09,3413.36,0.45,0.32,0.49,0.18,1,16,11446.11,5473.0,17.06,0.35,25
C10736,3924.45,0.72,4956.73,1989.12,1029.66,3143.67,0.76,0.46,0.2,0.21,0,16,1708.42,5756.83,1230.72,0.39,35
C10737,8165.99,0.6,2726.97,2256.02,704.18,1330.51,0.0,0.1,0.04,0.01,1,25,13495.16,4662.24,69.25,0.12,11
C10738,4391.35,0.68,4814.21,2264.07,755.9,195.03,0.19,0.33,0.04,0.09,1,12,4178.45,5445.33,1013.26,0.13,23
C10739,3769.44,0.71,387.27,1737.89,1246.45,2277.83,0.75,0.04,0.3,0.19,2,16,8747.49,1483.73,1610.43,0.15,33
C10740,4626.8,0.91,1834.75,2714.04,1440.25,4454.87,0.14,0.3,0.3,0.0,3,15,10020.03,1265.73,1104.34,0.3,33
C10741,3013.78,0.87,1134.65,2454.05,230.1,2847.49,0.09,0.08,0.21,0.01,0,22,3360.79,138.28,546.58,0.09,16
C10742,7476.09,0.88,987.21,2273.57,80.82,4161.96,0.46,0.37,0.22,0.26,0,20,14667.24,4270.38,1574.48,0.05,17
C10743,5027.2,0.51,712.61,176.26,1988.72,4958.12,0.69,0.15,0.03,0.21,0,20,7834.18,5631.06,546.74,0.34,28
C10744,2322.13,0.71,3115.84,30.57,473.13,818.08,0.38,0.23,0.26,0.08,2,16,1807.0,1202.92,1468.73,0.39,7
C10745,8995.75,0.74,3908.8,645.22,117.12,3458.89,0.8,0.3,0.25,0.21,2,15,14121.67,3857.97,1224.41,0.25,32
C10746,3838.91,0.51,2895.71,1993.94,387.85,3371.47,0.54,0.09,0.07,0.24,0,22,9207.75,4504.11,348.29,0.18,10
C10747,5435.53,0.63,743.34,1239.48,87.53,4899.78,0.06,0.37,0.05,0.09,3,11,10788.7,5572.92,1811.22,0.22,33
C10748,9064.72,0.88,4057.51,1213.19,789.7,4928.0,0.79,0.15,0.06,0.01,0,12,8352.46,3916.48,,0.19,9
C10749,6242.38,0.57,3183.41,2654.91,1606.78,3433.39,0.33,0.33,0.05,0.28,0,16,12686.33,5824.73,1979.28,0.48,14
C10750,1168.98,0.77,1946.95,2687.73,689.08,1218.07,0.23,0.08,0.3,0.1,2,5,1463.87,2133.57,24.55,0.38,18
C10751,9398.32,0.61,3373.91,2728.43,893.92,3992.78,0.45,0.34,0.1,0.03,2,19,4757.3,2164.58,,0.1,18
C10752,6277.08,0.51,1306.93,948.5,1354.42,535.15,0.24,0.06,0.13,0.15,1,13,7575.08,3303.77,407.72,0.19,20
C10753,3349.06,0.62,1732.51,2076.26,1022.7,3903.5,0.07,0.21,0.09,0.23,1,16,2072.45,2362.66,37.85,0.27,7
C10754,1392.72,0.99,4588.25,822.18,1724.28,4550.98,0.0,0.12,0.48,0.07,1,17,10882.69,108.41,1467.41,0.31,28
C10755,7940.25,0.9,1459.62,579.92,1733.41,1914.17,0.36,0.37,0.43,0.08,2,14,6511.29,4417.45,1389.92,0.23,18
C10756,6200.73,0.98,2355.24,562.05,29.72,3153.18,0.67,0.13,0.12,0.07,2,10,4817.35,4535.13,1586.78,0.41,12
C10757,5334.61,0.74,4451.8,1032.9,1558.31,2150.71,0.46,0.44,0.16,0.3,2,9,1047.3,4507.15,520.83,0.38,28
C10758,8938.93,0.55,3541.53,1295.57,926.86,2188.83,0.8,0.45,0.1,0.06,1,12,11077.62,2135.62,894.23,0.25,22
C10759,7885.97,0.77,320.39,2494.54,1977.79,1551.85,0.23,0.1,0.25,0.17,3,8,12673.33,3181.51,1321.64,0.43,13
C10760,1516.75,0.73,745.04,368.47,971.63,3810.65,0.22,0.31,0.01,0.28,3,15,6530.57,2223.84,885.14,0.38,23
C10761,3117.22,0.92,49.13,2207.43,1973.92,4680.88,0.13,0.04,0.34,0.04,3,8,8899.05,194.61,1397.68,0.39,20
C10762,2484.89,0.55,3158.3,1599.05,1511.59,4703.75,0.13,0.2,0.26,0.29,1,17,4187.61,3418.45,,0.48,20
